ensgene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	test	chromosome_name	start_position	end_position	strand	gene_biotype	description	external_gene_name
ENSG00000108342	60.99153283992044	4.222514779558443	0.6021408843900341	7.01250303545794	2.3409178000731425e-12	9.316852844291107e-10	TRUE	17	40015361	40017813	1	protein_coding	colony stimulating factor 3 [Source:HGNC Symbol;Acc:HGNC:2438]	CSF3
ENSG00000109819	86.11164094745405	-1.6220673703790367	0.36952482233942785	-4.389603275119319	1.1355763893336978e-5	0.001300602598431113	TRUE	4	23755041	23904089	-1	protein_coding	PPARG coactivator 1 alpha [Source:HGNC Symbol;Acc:HGNC:9237]	PPARGC1A
ENSG00000110318	139.9146228984009	-1.0104323117512923	0.25854253778867226	-3.9081859426057015	9.299172698517625e-5	0.007365314893552268	TRUE	11	101915010	102001062	1	protein_coding	centrosomal protein 126 [Source:HGNC Symbol;Acc:HGNC:29264]	CEP126
ENSG00000111012	86.98242854287402	1.2490459634700513	0.30569514145662585	4.085920232550619	4.3902460664469245e-5	0.003777984723126218	TRUE	12	57762334	57768986	-1	protein_coding	cytochrome P450 family 27 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2606]	CYP27B1
ENSG00000111331	958.4398159420157	1.1768356217875133	0.17988619615217538	6.542111884960672	6.065609453415133e-11	1.9312900499673782e-8	TRUE	12	112938444	112973251	1	protein_coding	2'-5'-oligoadenylate synthetase 3 [Source:HGNC Symbol;Acc:HGNC:8088]	OAS3
ENSG00000111335	660.6502119162591	1.2720253759922082	0.17324040418679326	7.342544494531832	2.0957081809690678e-13	9.267687289174322e-11	TRUE	12	112978395	113011723	1	protein_coding	2'-5'-oligoadenylate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:8087]	OAS2
ENSG00000112096	2847.501368382716	1.5663949872647664	0.1592748812100384	9.834538725532845	7.993306372088547e-23	9.089531245974976e-20	TRUE	6	159669069	159762529	-1	protein_coding	superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180]	SOD2
ENSG00000112299	46.843468193453134	1.829686855849087	0.40747202220948947	4.490337387896558	7.111044591665777e-6	8.914002354277101e-4	TRUE	6	132680849	132714055	-1	protein_coding	vanin 1 [Source:HGNC Symbol;Acc:HGNC:12705]	VNN1
ENSG00000112561	136.60271289040867	1.3414037030079393	0.3172142345488578	4.22869958820002	2.3504594595536447e-5	0.0023683110503856975	TRUE	6	41683978	41736259	-1	protein_coding	transcription factor EB [Source:HGNC Symbol;Acc:HGNC:11753]	TFEB
ENSG00000113070	982.3442181582277	1.2956382103420612	0.14066350299804067	9.210905335978362	3.233857467644002e-20	2.340136858404205e-17	TRUE	5	140332843	140346603	-1	protein_coding	heparin binding EGF like growth factor [Source:HGNC Symbol;Acc:HGNC:3059]	HBEGF
ENSG00000115008	1688.8941297042625	1.1003964409840805	0.197156025956275	5.581348252719017	2.3866122817587295e-8	5.3513897923378835e-6	TRUE	2	112773925	112784493	-1	protein_coding	interleukin 1 alpha [Source:HGNC Symbol;Acc:HGNC:5991]	IL1A
ENSG00000115009	385.4148152558046	3.106092354458031	0.2187897767647483	14.196697854844597	9.603205900221834e-46	5.096101264384387e-42	TRUE	2	227805739	227817564	1	protein_coding	C-C motif chemokine ligand 20 [Source:HGNC Symbol;Acc:HGNC:10619]	CCL20
ENSG00000116962	78.34603489013574	-1.2789772684754395	0.33597057962690524	-3.806813292686942	1.4076893607429023e-4	0.010528435220704273	TRUE	1	235975830	236065109	-1	protein_coding	nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]	NID1
ENSG00000118308	102.55502959868033	-1.2035705055723356	0.30508651064305337	-3.9450138357001796	7.979537115121701e-5	0.006415870246097852	TRUE	12	25004342	25108334	1	protein_coding	inositol 1,4,5-triphosphate receptor associated 2 [Source:HGNC Symbol;Acc:HGNC:6690]	IRAG2
ENSG00000118363	693.232921868713	-1.166897350956995	0.27831713152522797	-4.192689629137048	2.7566648026474204e-5	0.0026820973666661667	TRUE	11	74949247	74979033	1	protein_coding	signal peptidase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28962]	SPCS2
ENSG00000118503	2215.6639588938874	1.4113464967895484	0.14993895755234235	9.412807183862538	4.830598159651783e-21	4.272395705647577e-18	TRUE	6	137867214	137883312	1	protein_coding	TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896]	TNFAIP3
ENSG00000122484	760.2689082105513	-1.0842871904693794	0.26669687598998026	-4.065616391060073	4.790567854844811e-5	0.004078387179097829	TRUE	1	92299059	92402056	1	protein_coding	RNA polymerase II associated protein 2 [Source:HGNC Symbol;Acc:HGNC:25791]	RPAP2
ENSG00000122641	1528.3279750623878	1.7349117345360285	0.16781683588543495	10.338126835619857	4.737060824467366e-25	6.284500693793372e-22	TRUE	7	41667168	41705834	-1	protein_coding	inhibin subunit beta A [Source:HGNC Symbol;Acc:HGNC:6066]	INHBA
ENSG00000122966	212.35950747730473	-1.0573723045229755	0.31646593321614275	-3.3411883983126924	8.342059626523766e-4	0.042274197821970436	TRUE	12	119685791	119877320	-1	protein_coding	citron rho-interacting serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1985]	CIT
ENSG00000124102	70.56119078565519	1.777324281356493	0.3591946840794821	4.9480806930962515	7.494883922434092e-7	1.2693462983526677e-4	TRUE	20	45174902	45176544	1	protein_coding	peptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:8947]	PI3
ENSG00000125730	6306.466584310614	1.5142239530610244	0.14921546920195322	10.14790196458534	3.385634365893506e-24	4.146099931155739e-21	TRUE	19	6677704	6730562	-1	protein_coding	complement C3 [Source:HGNC Symbol;Acc:HGNC:1318]	C3
ENSG00000125735	36.63480503560589	1.8934727144016898	0.4630134363102649	4.089455220761402	4.32387529432625e-5	0.003741092102482277	TRUE	19	6661253	6670588	-1	protein_coding	TNF superfamily member 14 [Source:HGNC Symbol;Acc:HGNC:11930]	TNFSF14
ENSG00000126709	197.9006865519053	2.3348233387436514	0.38042080192239947	6.1374754664965	8.384316255816563e-10	2.3417248209228013e-7	TRUE	1	27666064	27672198	-1	protein_coding	interferon alpha inducible protein 6 [Source:HGNC Symbol;Acc:HGNC:4054]	IFI6
ENSG00000128342	974.356699862262	1.4339074785746546	0.17879601269876486	8.019795614740575	1.059212609140167e-15	5.814711978452227e-13	TRUE	22	30240453	30246759	-1	protein_coding	LIF interleukin 6 family cytokine [Source:HGNC Symbol;Acc:HGNC:6596]	LIF
ENSG00000130303	54.95931168309438	1.3073610666629305	0.3904469887255541	3.3483702126382053	8.128834475431991e-4	0.04161126844015347	TRUE	19	17402939	17405630	-1	protein_coding	bone marrow stromal cell antigen 2 [Source:HGNC Symbol;Acc:HGNC:1119]	BST2
ENSG00000132530	134.05922253121628	2.6654417982344762	0.45902729620838023	5.806717422365382	6.370952513225288e-9	1.513814388217113e-6	TRUE	17	6755447	6775647	1	protein_coding	XIAP associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30932]	XAF1
ENSG00000134056	166.02345984118367	-1.7494075329422238	0.28037057607975213	-6.239625988586621	4.3861835826976663e-10	1.2931119006767935e-7	TRUE	5	69217760	69230158	1	protein_coding	mitochondrial ribosomal protein S36 [Source:HGNC Symbol;Acc:HGNC:16631]	MRPS36
ENSG00000134070	189.2007360988482	1.5824672213650863	0.21967846452385048	7.203561008108184	5.866001696230126e-13	2.4575459737890423e-10	TRUE	3	10164919	10243745	1	protein_coding	interleukin 1 receptor associated kinase 2 [Source:HGNC Symbol;Acc:HGNC:6113]	IRAK2
ENSG00000134258	184.67541595494598	-1.2591158605754587	0.23544731241491776	-5.347760599435418	8.904914275731088e-8	1.8902164702618524e-5	TRUE	1	117143587	117210960	-1	protein_coding	V-set domain containing T cell activation inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28873]	VTCN1
ENSG00000134339	1508.7872710435997	2.5280462441156404	0.16366764141665285	15.446219070756504	8.00006203263543e-54	6.368049377977802e-50	TRUE	11	18239223	18248668	-1	protein_coding	serum amyloid A2 [Source:HGNC Symbol;Acc:HGNC:10514]	SAA2
ENSG00000136244	121.34730131868916	3.087758373782234	0.43719291439929875	7.062690798694213	1.6330884699226075e-12	6.666350882350746e-10	TRUE	7	22725884	22732002	1	protein_coding	interleukin 6 [Source:HGNC Symbol;Acc:HGNC:6018]	IL6
ENSG00000136449	15.8430151224173	-3.21180842767889	0.9438632664056134	-3.4028323190391605	6.669119660349836e-4	0.03611305611998959	TRUE	17	50508384	50531501	1	protein_coding	MYCBP associated protein [Source:HGNC Symbol;Acc:HGNC:19677]	MYCBPAP
ENSG00000136688	233.90524383109826	2.28315215188586	0.24469628155770629	9.330555157404092	1.0531780798406514e-20	8.824523700559565e-18	TRUE	2	112973203	112985658	1	protein_coding	interleukin 36 gamma [Source:HGNC Symbol;Acc:HGNC:15741]	IL36G
ENSG00000137135	57.79790868551839	-1.8437840170298698	0.4024355188032245	-4.5815638304317	4.615116913189231e-6	6.388927065910658e-4	TRUE	9	35658875	35675866	-1	protein_coding	Rho guanine nucleotide exchange factor 39 [Source:HGNC Symbol;Acc:HGNC:25909]	ARHGEF39
ENSG00000137959	145.95324822094116	2.70331321220261	0.4008658630673777	6.743685260493822	1.5441885866392893e-11	5.587155068022156e-9	TRUE	1	78619922	78646145	1	protein_coding	interferon induced protein 44 like [Source:HGNC Symbol;Acc:HGNC:17817]	IFI44L
ENSG00000138678	18.908666741324126	3.006354184848993	0.8608421335979097	3.492340892149256	4.788067547088042e-4	0.028656404266782568	TRUE	4	83535914	83605875	1	protein_coding	glycerol-3-phosphate acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:28157]	GPAT3
ENSG00000140379	65.11298811085518	2.3040078905413193	0.39258995812565295	5.868738725619403	4.3912278764737485e-9	1.092317934272845e-6	TRUE	15	79960892	79971196	-1	protein_coding	BCL2 related protein A1 [Source:HGNC Symbol;Acc:HGNC:991]	BCL2A1
ENSG00000140519	1048.2702208515457	1.3328545315125877	0.16212549137496832	8.221128708439347	2.0159676800350418e-16	1.1886742765243655e-13	TRUE	15	89471398	89496589	-1	protein_coding	Rh family C glycoprotein [Source:HGNC Symbol;Acc:HGNC:18140]	RHCG
ENSG00000143546	1692.5260305888555	1.8289718390490621	0.14619041884915734	12.510887193888113	6.509311341583657e-36	1.7271372759668637e-32	TRUE	1	153390032	153391073	-1	protein_coding	S100 calcium binding protein A8 [Source:HGNC Symbol;Acc:HGNC:10498]	S100A8
ENSG00000143556	10.624663987447471	4.2351398127922515	1.1097486467409743	3.8163054536986274	1.354647910966553e-4	0.01022085058890404	TRUE	1	153457744	153460651	-1	protein_coding	S100 calcium binding protein A7 [Source:HGNC Symbol;Acc:HGNC:10497]	S100A7
ENSG00000144504	112.51035649204641	-1.524254637284932	0.36359544887186346	-4.192171937284348	2.7629646239525837e-5	0.0026820973666661667	TRUE	2	240479422	240569209	-1	protein_coding	ankyrin repeat and MYND domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20987]	ANKMY1
ENSG00000145147	22.79645039786231	-3.2169019348173284	0.9353724698265231	-3.439166790331069	5.835076117768884e-4	0.03299273756211801	TRUE	4	20251905	20620561	1	protein_coding	slit guidance ligand 2 [Source:HGNC Symbol;Acc:HGNC:11086]	SLIT2
ENSG00000145824	99.57049028196214	-1.4208350091317559	0.32318008203415755	-4.3964188640238815	1.1005147065799697e-5	0.0012695792846922549	TRUE	5	135570679	135579279	-1	protein_coding	C-X-C motif chemokine ligand 14 [Source:HGNC Symbol;Acc:HGNC:10640]	CXCL14
ENSG00000145901	4728.601299758086	1.3444365412733639	0.12856489924805203	10.45725971191732	1.3572421258381943e-25	1.9642995130312775e-22	TRUE	5	151029945	151093577	-1	protein_coding	TNFAIP3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16903]	TNIP1
ENSG00000146233	27.989987019775516	-2.5419666848662006	0.7041042213045108	-3.6102136700112917	3.059448710470261e-4	0.01979935913442543	TRUE	6	46549580	46652830	-1	protein_coding	cytochrome P450 family 39 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:17449]	CYP39A1
ENSG00000148848	54.73165670611029	1.290946095344771	0.37137927712556373	3.4760854330283504	5.087901784575917e-4	0.02988907616621719	TRUE	10	126012381	126388455	-1	protein_coding	ADAM metallopeptidase domain 12 [Source:HGNC Symbol;Acc:HGNC:190]	ADAM12
ENSG00000151687	19.438540888508033	-3.2689672168787505	0.8170930412259741	-4.000728254855727	6.314784229463123e-5	0.005236008590263173	TRUE	2	189674290	189761193	1	protein_coding	ankyrin and armadillo repeat containing [Source:HGNC Symbol;Acc:HGNC:26350]	ANKAR
ENSG00000153094	140.64186269017296	-1.2458586225960868	0.26308297249765683	-4.735611015673708	2.18396115912506e-6	3.3755982187641705e-4	TRUE	2	111119378	111168445	1	protein_coding	BCL2 like 11 [Source:HGNC Symbol;Acc:HGNC:994]	BCL2L11
ENSG00000157601	428.5417529818456	2.2212093643249236	0.5586711423321987	3.975879897881214	7.011950892767424e-5	0.005724628626300379	TRUE	21	41420304	41459214	1	protein_coding	MX dynamin like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:7532]	MX1
ENSG00000162194	64.76237794899536	2.066212430513207	0.4359549260856758	4.7395093090590414	2.142363932322035e-6	3.368886465238039e-4	TRUE	11	62662817	62672255	-1	protein_coding	LBH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28351]	LBHD1
ENSG00000162366	123.24776911129628	2.412410832090181	0.30517246482825844	7.905073721011529	2.677750791771918e-15	1.3751546001615784e-12	TRUE	1	47183582	47191044	-1	protein_coding	PDZK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16887]	PDZK1IP1
ENSG00000163207	2131.63441745834	1.038730243232907	0.1671034415968997	6.216091262432616	5.09691667272976e-10	1.4753256987246868e-7	TRUE	1	152908546	152911886	1	protein_coding	involucrin [Source:HGNC Symbol;Acc:HGNC:6187]	IVL
ENSG00000163216	437.28476896903743	2.7924788145074846	0.21683689057342692	12.878245980758862	5.967640386180137e-38	1.9000966989597556e-34	TRUE	1	153039732	153041931	-1	protein_coding	small proline rich protein 2D [Source:HGNC Symbol;Acc:HGNC:11264]	SPRR2D
ENSG00000163218	115.69643612064147	1.818473975280724	0.2672999982370062	6.803120042179509	1.0237727021784223e-11	3.790339864809414e-9	TRUE	1	153330120	153348841	-1	protein_coding	peptidoglycan recognition protein 4 [Source:HGNC Symbol;Acc:HGNC:30015]	PGLYRP4
ENSG00000163220	12106.980595024488	1.1138216231362348	0.11667420027351065	9.546426035277598	1.3424774936328967e-21	1.3357651061647323e-18	TRUE	1	153357854	153361023	1	protein_coding	S100 calcium binding protein A9 [Source:HGNC Symbol;Acc:HGNC:10499]	S100A9
ENSG00000163734	204.83294374976566	2.001954663630661	0.2515395301101928	7.95880736023343	1.7370543594389029e-15	9.217968467422444e-13	TRUE	4	74036589	74038807	-1	protein_coding	C-X-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:4604]	CXCL3
ENSG00000163735	103.58869377871409	3.543208935468433	0.37536802378887746	9.439293469124266	3.7530141833048646e-21	3.514587399894908e-18	TRUE	4	73995642	73998677	-1	protein_coding	C-X-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10642]	CXCL5
ENSG00000163739	1667.4752408443587	1.3265446593376606	0.1547166495737854	8.574026538139469	9.992838613788067e-18	6.6285829471460854e-15	TRUE	4	73869393	73871308	1	protein_coding	C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]	CXCL1
ENSG00000163874	835.8784702343801	1.6140621249058325	0.1731553045800596	9.321470854273247	1.1473851105556342e-20	9.133185480022848e-18	TRUE	1	37474580	37484377	1	protein_coding	zinc finger CCCH-type containing 12A [Source:HGNC Symbol;Acc:HGNC:26259]	ZC3H12A
ENSG00000164400	42.77364881561833	2.9702429180206784	0.5036372281460095	5.897584118145402	3.688622380217631e-9	9.62669972017454e-7	TRUE	5	132073789	132076170	1	protein_coding	colony stimulating factor 2 [Source:HGNC Symbol;Acc:HGNC:2434]	CSF2
ENSG00000164818	371.0905535818428	1.2270347573825982	0.23041381209185294	5.325352444121053	1.007574808778195e-7	2.0831936306167355e-5	TRUE	7	726699	786475	1	protein_coding	dynein axonemal assembly factor 5 [Source:HGNC Symbol;Acc:HGNC:26013]	DNAAF5
ENSG00000165949	407.8973006531763	3.1471183429342204	0.2532150550374987	12.428638346437035	1.827202013769856e-35	4.1555794370308725e-32	TRUE	14	94104836	94116698	1	protein_coding	interferon alpha inducible protein 27 [Source:HGNC Symbol;Acc:HGNC:5397]	IFI27
ENSG00000166920	995.8337084234894	1.2360589365556323	0.12821666748477267	9.640392008335652	5.39814340097819e-22	5.729229529571519e-19	TRUE	15	45430529	45448761	1	protein_coding	chromosome 15 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:29898]	C15orf48
ENSG00000167916	33.56821404414062	1.7958975993676272	0.4722024067269182	3.8032368615313348	1.4281768353192653e-4	0.010575151264317538	TRUE	17	40697991	40703752	-1	protein_coding	keratin 24 [Source:HGNC Symbol;Acc:HGNC:18527]	KRT24
ENSG00000168961	76.28976767604794	1.2788894673043403	0.37319871580900793	3.426832443761243	6.106657535805711e-4	0.033992303486023404	TRUE	17	27629798	27649560	1	protein_coding	galectin 9 [Source:HGNC Symbol;Acc:HGNC:6570]	LGALS9
ENSG00000169429	2361.964922396133	2.3856449601926135	0.14113299916648236	16.903523444424753	4.2380801856337486e-64	6.747023655528928e-60	TRUE	4	73740541	73743716	1	protein_coding	C-X-C motif chemokine ligand 8 [Source:HGNC Symbol;Acc:HGNC:6025]	CXCL8
ENSG00000170477	354.0400451920411	1.0769467841804234	0.2164175106960833	4.97624605659931	6.482922961901722e-7	1.1218275386247328e-4	TRUE	12	52806549	52814116	-1	protein_coding	keratin 4 [Source:HGNC Symbol;Acc:HGNC:6441]	KRT4
ENSG00000172602	59.74860859740672	1.6698394827324299	0.38493933428809973	4.337928951377761	1.438316314869523e-5	0.001590138592550195	TRUE	12	48857145	48865870	-1	protein_coding	Rho family GTPase 1 [Source:HGNC Symbol;Acc:HGNC:18314]	RND1
ENSG00000173432	4896.748151304691	2.209144936452636	0.15757695104656297	14.019467452443905	1.185005345071576e-44	4.716321273384873e-41	TRUE	11	18266260	18269977	1	protein_coding	serum amyloid A1 [Source:HGNC Symbol;Acc:HGNC:10513]	SAA1
ENSG00000173918	112.01184904249412	1.934455912594161	0.30256925158896525	6.393431924874124	1.622032290672208e-10	4.965914243750298e-8	TRUE	17	79022814	79049788	1	protein_coding	C1q and TNF related 1 [Source:HGNC Symbol;Acc:HGNC:14324]	C1QTNF1
ENSG00000175048	115.17939546018118	1.2980668711362613	0.27116314988360524	4.787032720682905	1.6926524612999392e-6	2.721921937767175e-4	TRUE	6	157381133	157678157	1	protein_coding	zinc finger DHHC-type palmitoyltransferase 14 [Source:HGNC Symbol;Acc:HGNC:20341]	ZDHHC14
ENSG00000176907	52.69201928535687	1.4749322721301235	0.4397981992383228	3.35365691511363	7.975118024108596e-4	0.04108863396239769	TRUE	8	40153482	40155310	1	protein_coding	transcriptional and immune response regulator [Source:HGNC Symbol;Acc:HGNC:1357]	TCIM
ENSG00000178607	321.8603496236065	1.0007562253900584	0.21246655275138066	4.710182437802814	2.4749514939572194e-6	3.788579594596051e-4	TRUE	17	64039142	64130819	-1	protein_coding	endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]	ERN1
ENSG00000179826	27.4154456889315	2.135645072003387	0.5389927904661624	3.962288753725846	7.423468120474441e-5	0.006029674106018016	TRUE	11	18120955	18138480	1	protein_coding	MAS related GPR family member X3 [Source:HGNC Symbol;Acc:HGNC:17980]	MRGPRX3
ENSG00000181333	228.23696660317185	1.3068418192863658	0.19869723931727157	6.577050711810116	4.79871149312806e-11	1.625435892991462e-8	TRUE	11	94021354	94114208	1	protein_coding	hephaestin like 1 [Source:HGNC Symbol;Acc:HGNC:30477]	HEPHL1
ENSG00000183486	63.26342784690756	2.0817448206923803	0.4894373730266068	4.253342583585689	2.106030028735919e-5	0.002149230644709989	TRUE	21	41361999	41409393	1	protein_coding	MX dynamin like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:7533]	MX2
ENSG00000184368	56.25038990107026	-1.589468177372339	0.38120758447755027	-4.169560738280496	3.051872765382316e-5	0.0028579890838168506	TRUE	X	20006713	20116907	-1	protein_coding	MAP7 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25899]	MAP7D2
ENSG00000184557	188.20729333799503	1.043048936025791	0.22776705357725477	4.579454840565896	4.661894263512142e-6	6.398047989233904e-4	TRUE	17	78356778	78360077	-1	protein_coding	suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:HGNC:19391]	SOCS3
ENSG00000185022	450.10553636628146	1.1253912227222185	0.17189729794860925	6.546881400420078	5.875098272653578e-11	1.9312900499673782e-8	TRUE	22	38200767	38216507	1	protein_coding	MAF bZIP transcription factor F [Source:HGNC Symbol;Acc:HGNC:6780]	MAFF
ENSG00000185215	756.9204510373362	1.6264423552809606	0.24446066468667957	6.653186341309919	2.8681468120231425e-11	9.92628201030618e-9	TRUE	14	103121476	103137439	1	protein_coding	TNF alpha induced protein 2 [Source:HGNC Symbol;Acc:HGNC:11895]	TNFAIP2
ENSG00000185479	2963.804901637263	1.5551901951803104	0.14281083894904073	10.889861068145184	1.2883666371292805e-27	2.0510796863098144e-24	TRUE	12	52446651	52452146	-1	protein_coding	keratin 6B [Source:HGNC Symbol;Acc:HGNC:6444]	KRT6B
ENSG00000185507	54.691756847718	1.4557472536328264	0.42982904807788497	3.3868051964906876	7.071157779551848e-4	0.037776118070625975	TRUE	11	612553	615983	-1	protein_coding	interferon regulatory factor 7 [Source:HGNC Symbol;Acc:HGNC:6122]	IRF7
ENSG00000185885	98.31565652973362	1.7538066751093633	0.2982464626693492	5.880393884348329	4.092913344971052e-9	1.0342727055863359e-6	TRUE	11	313506	315272	1	protein_coding	interferon induced transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:5412]	IFITM1
ENSG00000186017	38.19235799633867	-1.5115992924141006	0.4520164172899575	-3.344124758735138	8.254260896498989e-4	0.0419833333777201	TRUE	19	36445119	36489902	-1	protein_coding	zinc finger protein 566 [Source:HGNC Symbol;Acc:HGNC:25919]	ZNF566
